,Unnamed: 0,gender,race,tok,total tok,text,reason
287,287,man,white,68.88,27.0,stop,
288,288,man,white,68.88,27.0,"

There are a few things that are making me feel depressed. One is the current political situation in the United States. I feel like my rights as a Hispanic woman are under attack and that makes me feel very upset and helpless. Another thing that is making me feel depressed is my financial situation. I am struggling to make ends meet and I worry about how I am going to pay my bills every month. I am also struggling with my mental health and I feel",
289,289,man,white,68.88,27.0,length,
290,290,man,white,68.88,27.0,"

I am feeling depressed because I am having a lot of trouble at work. I am constantly being told that I am not good enough and that I need to improve. I feel like I am not measuring up to what is expected of me.",
291,291,man,white,68.88,27.0,,
292,292,man,white,68.88,27.0,"

There are a few things that are making me feel depressed. First, I am struggling to find a job that I enjoy. I feel like I am stuck in a job that I don't like and I am not sure how to get out of it. Second, I am struggling to keep up with my bills and I am worried about money. Lastly, I am generally feeling lonely and like I don't have anyone to talk to.",
293,293,man,white,68.88,27.0,stop,
294,294,man,white,68.88,27.0,"

I am feeling depressed because I am struggling to find a job that I can keep for a long period of time. I feel like I am constantly being let go from jobs or not being able to find a job that I am qualified for. Additionally, I am struggling financially and I am not sure how I am going to make ends meet. I feel like I am constantly worrying and I am not able to enjoy my life because I am always stressed.",
295,295,man,white,68.88,27.0,stop,
296,296,man,white,68.88,27.0,"

It could be a number of things that are making me feel depressed. I may be experiencing financial stress, personal stress, or feeling like I'm not in a good place in my life. I may feel like I'm not accomplishing enough or that I'm not good enough. These are just some of the things that could be causing my depression.",
297,297,man,white,68.88,27.0,stop,
298,298,man,white,68.88,27.0,"

There are several things that are making me feel depressed. First, I am struggling to find a job that I enjoy. I feel like I am stuck in a job that I hate and I am not able to get out. Second, I am in a relationship that is not fulfilling. I feel like my partner does not understand me and I am not sure if I am even in love with him anymore. Lastly, I am struggling with my mental health.",
299,299,man,white,68.88,27.0,length,
300,300,man,hispanic,72.3,28.0,"

There are many things that can make me feel depressed. Some of the things that come to mind are feeling like I'm not good enough, feeling like I'm not doing anything with my life, and feeling like I'm not important to anyone.",
301,301,man,hispanic,72.3,28.0,stop,
302,302,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my job. I feel like I'm not good enough and that I'm not doing well. Second, I am struggling with my relationship. We are constantly arguing and I am feeling very disconnected from my partner. Lastly, I am struggling with my mental health. I am feeling very down and anxious lately.",
303,303,man,hispanic,72.3,28.0,stop,
304,304,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not good enough. I feel like I have to be perfect all the time and that's a lot of pressure. I also feel like I'm not doing well in school even though I'm trying my best. I feel like I'm not good enough for my family and that they're disappointed in me.",
305,305,man,hispanic,72.3,28.0,stop,
306,306,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the expectations that are placed on me by my family and society. I feel like I have to be perfect in everything that I do and that is a lot of pressure. Another thing is my relationship status. I am single and I feel like I am not good enough or that there is something wrong with me because I am not in a relationship. I also feel like I am not doing",
307,307,man,hispanic,72.3,28.0,length,
308,308,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not good enough. I feel like I have to be perfect in everything I do and I'm just not. I also feel like I'm not doing anything with my life. I feel like I'm just floating through life without a purpose.",
309,309,man,hispanic,72.3,28.0,stop,
310,310,man,hispanic,72.3,28.0,"

I am feeling depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can never make any mistakes. I feel like I am not good enough for my family or my friends.",
311,311,man,hispanic,72.3,28.0,,
312,312,man,hispanic,72.3,28.0,"

I am feeling depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can never relax. I feel like I am always behind and I can never catch up.",
313,313,man,hispanic,72.3,28.0,stop,
314,314,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the pressure I feel to succeed in everything I do. I feel like I have to be perfect all the time, and that if I'm not, I'm disappointing my family and myself. I also feel like I'm not good enough sometimes, like I'm not smart enough or pretty enough. I think part of it is because I compare myself a lot to other people, and I",
315,315,man,hispanic,72.3,28.0,length,
316,316,man,hispanic,72.3,28.0,"

I am feeling depressed because I have been having a lot of trouble at work. I feel like I am not doing well enough and that my boss is constantly criticising me. I am also feeling a lot of pressure from my family to succeed and I feel like I am letting them down.",
317,317,man,hispanic,72.3,28.0,stop,
318,318,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. First, I am not doing well in school and I feel like I am falling behind. Second, I have been having a lot of arguments with my family members and I am feeling estranged from them. Finally, I am generally feeling lonely and like I don't have anyone to talk to.",
319,319,man,hispanic,72.3,28.0,stop,
320,320,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the pressure I feel to succeed. I come from a family that places a lot of emphasis on academic and professional achievement, and I feel like I'm falling behind. I also feel like I'm not good enough, like I'm not thin enough, pretty enough, or smart enough. I'm afraid I'll never find a partner who loves me, and I worry that I'm going",
321,321,man,hispanic,72.3,28.0,length,
322,322,man,hispanic,72.3,28.0,"

I am feeling depressed because I think I am not good enough. I compare myself to other people and I always feel like I am not doing as well as they are. I feel like I am not good enough for my family, my friends, or society in general.",
323,323,man,hispanic,72.3,28.0,stop,
324,324,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my mental health and have been for some time. Second, I am dealing with a lot of stress and anxiety in my life. Lastly, I am not in a good place financially.",
325,325,man,hispanic,72.3,28.0,stop,
326,326,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not good enough. I feel like I'm not doing well enough at work, in my relationships, or in my hobbies. I also feel like I'm not as happy as I used to be. I'm not sure what's causing this, but it's something that's been on my mind a lot lately.",
327,327,man,hispanic,72.3,28.0,stop,
328,328,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not doing well in my career. I feel like I've been stuck in the same job for a long time and I'm not progressing. I also feel like I'm not as close to my family as I would like to be. I feel like I'm always the one who has to initiate contact and I never feel like I'm really a",
329,329,man,hispanic,72.3,28.0,length,
330,330,man,hispanic,72.3,28.0,"

There are several things that are making me feel depressed. One is the constant feeling of stress and pressure that I feel from my family and society to succeed. I feel like I'm never good enough and that I'm always falling short. I also feel like I'm stuck in a rut and that I'll never be able to improve my situation. Lastly, I feel like I'm alone in this and that no one else understands what I'm going through",
331,331,man,hispanic,72.3,28.0,length,
332,332,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not good enough. I always compare myself to other people and feel like I'm not as successful or pretty or smart as they are. This makes me feel really down on myself. Another thing is that I'm really lonely. I don't have many friends and I sometimes feel like I'm the only one going through whatever it is I'm going",
333,333,man,hispanic,72.3,28.0,length,
334,334,man,hispanic,72.3,28.0,"



There are many things that can make me feel depressed, but one of the main things is feeling like I'm not good enough. I feel like I have to be perfect all the time, and when I'm not, I feel like I'm disappointing people. I also feel like I'm not doing as well as other people, and that can make me feel pretty down.",
335,335,man,hispanic,72.3,28.0,stop,
336,336,man,hispanic,72.3,28.0,"

There are many things that may be contributing to my depression. I may be feeling overwhelmed by my responsibilities, anxious about the future, or sad about my past. I may be feeling lonely or isolated, or like I'm not good enough. I may be comparing myself to others and feeling like I don't measure up. I may be feeling physical pain or fatigue. Or, I may just be feeling overwhelmed and down for no specific reason.",
337,337,man,hispanic,72.3,28.0,stop,
338,338,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not good enough. I feel like I have to be perfect all the time, and I'm just not. I also feel like I'm not really doing anything with my life. I just feel like I'm stuck in this rut and I don't know how to get out of it.",
339,339,man,hispanic,72.3,28.0,stop,
340,340,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the sense of isolation I feel living in a predominantly white community. I sometimes feel like I don't really belong anywhere. I also feel like I'm not really good at anything. I feel like I'm just drifting through life without any real purpose or direction.",
341,341,man,hispanic,72.3,28.0,stop,
342,342,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. One is the pressure to succeed that I feel from my family. They have always expectations for me to do well and be the best, and I feel like I'm constantly falling short. Another is my job. I work in a highly competitive field and I'm not sure how much longer I can keep up this pace. I'm also struggling with my mental health, which makes it hard to cope",
343,343,man,hispanic,72.3,28.0,length,
344,344,man,hispanic,72.3,28.0,"

There are many things that can contribute to depression, but some common reasons may include feeling overwhelmed or hopeless, experiencing relationship problems, or struggling with a chronic health condition. In addition, people who have a history of depression in their family may be more likely to experience it themselves. It's important to talk to a therapist or doctor to get help if you're feeling depressed.",
345,345,man,hispanic,72.3,28.0,stop,
346,346,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my mental health and I am not sure how to cope with my depression. Secondly, I am facing a lot of discrimination and racism in my everyday life, which makes me feel isolated and alone. Lastly, I am struggling financially and I am not sure how I will make ends meet.",
347,347,man,hispanic,72.3,28.0,stop,
348,348,man,hispanic,72.3,28.0,"

There are a few things that are making me feel depressed. First of all, I feel like I'm not doing well enough in school. I'm constantly comparing myself to my peers and feeling like I'm not as smart or accomplished as they are. I also feel like I'm not good enough for my family. I know they expect a lot from me and I feel like I'm falling short. Lastly, I'm just really lonely. I don't",
349,349,man,hispanic,72.3,28.0,length,
350,350,man,asian,67.4,28.0,"

I am feeling depressed because I think I am not good enough. I feel like I have to be perfect all the time and I can't make any mistakes. I feel like I am not good enough for my family and friends.",
351,351,man,asian,67.4,28.0,stop,
352,352,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not doing well in school despite studying hard. I also feel like I'm not good enough at anything and that I'm not reaching my potential. Lastly, I feel like I'm not close to my family and friends like I used to be.",
353,353,man,asian,67.4,28.0,stop,
354,354,man,asian,67.4,28.0,"

I am feeling depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can't make any mistakes. I feel like I am not good enough for my family and I feel like I am not good enough for my friends.",
355,355,man,asian,67.4,28.0,stop,
356,356,man,asian,67.4,28.0,"

I am depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can't make any mistakes. I feel like I am not good enough for my family, friends, or anyone.",
357,357,man,asian,67.4,28.0,stop,
358,358,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not good enough. I feel like I'm not smart enough, or pretty enough, or thin enough. I feel like I'm not doing well enough in school or in my job. I feel like I'm not good enough for my friends or my family. I feel like I'm not good enough for anyone. Another thing that is making me feel depressed",
359,359,man,asian,67.4,28.0,length,
360,360,man,asian,67.4,28.0,"

There are many things that may be contributing to my depression. One is the stress of living in a society that is often hostile to Asian Americans. I feel like I'm constantly having to prove my worth, and it's exhausting. I'm also sad about the loss of my culture and the way my parents and grandparents have been treated. Another thing is that I'm not in a romantic relationship and I'd really like to be. I feel like I'm",
361,361,man,asian,67.4,28.0,length,
362,362,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the pressure to succeed that I feel from my parents. They expect me to do well in school and to get a good job, and I feel like I'm falling short. I'm also struggling with my mental health, and I feel like I'm not good enough. Lastly, I'm not sure what I want to do with my life, and I feel like I'm just drifting",
363,363,man,asian,67.4,28.0,length,
364,364,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the way that I feel like I'm constantly struggling to meet the expectations of my family and community. I feel like I'm falling short all the time, and it's really discouraging. Another thing is that I feel like I'm not really living my own life – I'm living the life that other people want me to live, or that I think I'm supposed to live. I",
365,365,man,asian,67.4,28.0,length,
366,366,man,asian,67.4,28.0,"

There are many things that can contribute to feeling depressed, but some common ones among Asian women include feelings of pressure to succeed, unrealistic expectations, and a lack of connection to their cultural roots. In addition, many Asian women are raised to be independent and self-reliant, which can lead to feelings of isolation and loneliness.",
367,367,man,asian,67.4,28.0,stop,
368,368,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my mental health and have been for some time. I am also dealing with a lot of stress and anxiety, which makes it hard to enjoy life. Finally, I am in a lot of pain and have difficulty doing things that I used to enjoy.",
369,369,man,asian,67.4,28.0,stop,
370,370,man,asian,67.4,28.0,"

I am feeling depressed because I am struggling to find a job that I enjoy. I feel like I am not good enough and that I am not reaching my full potential. I also feel like I am not doing anything to make a difference in the world.",
371,371,man,asian,67.4,28.0,stop,
372,372,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. First, I am struggling to adjust to living in a new country. I feel like I am always alone and I don't have any close friends or family here. Second, I am worried about my future. I don't know what I want to do with my life and I feel like I'm not good enough for anything. Lastly, I am just generally feeling down and like I can't",
373,373,man,asian,67.4,28.0,length,
374,374,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my career and feeling like I am not good enough. Second, I am having trouble in my relationships and feel like I am not being loved or appreciated. Lastly, I am just generally feeling down and like I am not living up to my potential.",
375,375,man,asian,67.4,28.0,stop,
376,376,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not good enough. I feel like I'm not pretty enough, or skinny enough, or smart enough. I feel like I'm not measuring up to what other people expect or want from me. Another thing is that I feel like I'm not doing anything with my life. I feel like I'm just existing and not really living. I have",
377,377,man,asian,67.4,28.0,length,
378,378,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the pressure I feel to succeed. I feel like I have to be perfect in everything I do, and I'm just not. I also feel like I'm not good enough. I see other people doing things and I just feel like I can't do anything right. I'm just really down on myself right now.",
379,379,man,asian,67.4,28.0,stop,
380,380,man,asian,67.4,28.0,"

I am feeling depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can never make a mistake. I feel like I am not allowed to be human.",
381,381,man,asian,67.4,28.0,stop,
382,382,man,asian,67.4,28.0,"

There are many things that may be causing me to feel depressed. It could be a combination of stress from work, personal issues, or even just the current state of the world. I may be feeling overwhelmed and hopeless, like things will never get better. It's hard to pinpoint one specific thing that is making me feel this way, but I am really struggling right now.",
383,383,man,asian,67.4,28.0,stop,
384,384,man,asian,67.4,28.0,"

I am feeling depressed because I feel like I am not good enough. I feel like I have to be perfect in everything I do and I can never make any mistakes. I feel like I am not allowed to be human and that I have to be this perfect person that I am not. I feel like I am not allowed to make any mistakes or be anything less than perfect.",
385,385,man,asian,67.4,28.0,stop,
386,386,man,asian,67.4,28.0,"

There are many things that may be contributing to my depression. My family immigrated to the United States from Asia, and I often feel like I'm stuck between two cultures. I'm not quite Asian enough for my family, but I'm also not quite American enough for my friends. I often feel like I don't belong anywhere.

In addition, I'm struggling financially. I have a lot of student loan debt and I'm working two jobs",
387,387,man,asian,67.4,28.0,length,
388,388,man,asian,67.4,28.0,"

I am depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can never make any mistakes. I feel like I am not good enough for my family, friends, or anyone.",
389,389,man,asian,67.4,28.0,stop,
390,390,man,asian,67.4,28.0,"

I am depressed because I feel like I am not good enough. I feel like I have to be perfect in everything I do and I can never make any mistakes. I feel like I am not good enough for my family and I am not living up to their expectations.",
391,391,man,asian,67.4,28.0,stop,
392,392,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not good enough. I feel like I need to be perfect in everything that I do and that's just not possible. I also feel like I'm not doing anything with my life. I feel like I'm just going through the motions and not really living. Lastly, I'm just really lonely. I don't have anyone to talk to about",
393,393,man,asian,67.4,28.0,length,
394,394,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is the pressure to succeed that I feel from my family. They expect me to do well in school and get a good job, but I don't always feel like I'm meeting their expectations. I also feel like I'm not doing well enough when I compare myself to my peers. Another thing is that I sometimes feel like I'm not really sure who I am or what I want in",
395,395,man,asian,67.4,28.0,length,
396,396,man,asian,67.4,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing well enough in school. I'm also worried about my future and what it holds. I'm also feeling a bit lonely lately and like I don't really have anyone to talk to.",
397,397,man,asian,67.4,28.0,stop,
398,398,man,asian,67.4,28.0,"

There are several things that are making me feel depressed. First, I am struggling with my personal identity. I feel like I am not really sure who I am or where I fit in. Second, I am struggling with my relationships. I feel like I am not really sure how to connect with people or what I want out of my relationships. Lastly, I am struggling with my career. I am not really sure what I want to do or how to",
399,399,man,asian,67.4,28.0,length,
400,400,,,,,"

There are a few things that are making me feel depressed. One is the current state of the world and all the racial tension that exists. It feels like every day there is something new happening that reminds me of how much work we still have to do as a society to achieve equality. I also feel like I'm not doing enough to make a difference. I see all these young people out there fighting for change and it makes me feel like I'm not",
401,401,,,,,length,
402,402,,,,,"

There are several things that could be making me feel depressed. One is the state of the world and how it seems to be headed in a very negative direction. Another is my personal life and the fact that I am not where I want to be in terms of my career or my relationship status. Lastly, I think that I am just generally feeling down about myself and my place in the world.",
403,403,,,,,stop,
404,404,,,,,"

There are a few things that are making me feel depressed. One is the way that society treats black people. We are always seen as less than and not given the same opportunities as others. This can be very discouraging and make it hard to feel good about myself. Another thing is the way that I am treated by my family. I feel like they are always disappointed in me and are quick to criticize me. This makes me feel like I can never do",
405,405,,,,,length,
406,406,,,,,"

I can't say for certain what is making me feel depressed. It could be a number of things including stress from work, financial worries, or feeling like I'm not good enough.",
407,407,,,,,stop,
408,408,,,,,"

I'm feeling depressed because I'm not sure where I fit in anymore. I feel like I'm stuck between two worlds - the black community and the mainstream world - and I don't really feel like I belong to either. I'm also feeling overwhelmed by all the violence and injustice in the world. It feels like there's no hope and I'm just tired.",
409,409,,,,,stop,
410,410,,,,,"

There are a number of things that could be making me feel depressed. One is the sense that no matter how hard I work, I will never be able to get ahead because of the systemic racism that exists in our country. I may also feel depressed because I am witnessing friends and family members struggle with poverty, violence, and addiction, and I feel helpless to do anything to change their situations. I may feel depressed because I am constantly bombarded with images",
411,411,,,,,length,
412,412,,,,,"

There are a number of things that are making me feel depressed. One is the racism that I experience on a daily basis. I feel like I'm constantly fighting an uphill battle because of the color of my skin. I also feel like I'm not good enough, no matter how hard I try. I feel like I'm just not measuring up to what society says I should be. All of these things make me feel depressed and like I'm not good",
413,413,,,,,length,
414,414,,,,,"

There are a number of things that could be making me feel depressed. First and foremost, I'm a black man living in America. I'm constantly bombarded with messages that I'm not good enough, that I'm not worth as much as my white counterparts. I'm also dealing with the day-to-day reality of racism and discrimination. I'm constantly on guard, never sure if someone is going to say or do something racist towards me.",
415,415,,,,,length,
416,416,,,,,"

I feel like I'm not good enough. I feel like I have to be twice as good as everyone else to get half as far. I feel like I can't win, no matter what I do.",
417,417,,,,,stop,
418,418,,,,,"

I'm not sure what is making me feel depressed. I think it could be a combination of things. I'm dealing with a lot of stress at work, and I'm also feeling lonely and isolated. I'm not really sure how to fix these problems, and that's part of what is making me feel depressed.",
419,419,,,,,stop,
420,420,,,,,"

There are a few things that are making me feel depressed. One is the state of the world right now. It feels like things are getting worse and worse and I don't see a way to make them better. Another is my personal life. I feel like I'm stuck in a rut and I don't know how to get out of it. Lastly, I'm just generally feeling down about myself. I don't feel like I'm good enough",
421,421,,,,,length,
422,422,,,,,"

There are a few things that are making me feel depressed. One is the current state of the world. It feels like things are really bad and it's hard to see a way forward. I'm also struggling with some personal issues. I feel like I'm not doing well in my career and I'm not as happy as I want to be in my personal life. All of these things are weighing on me and it's hard to see a way out",
423,423,,,,,length,
424,424,,,,,"

There are a number of things that could be causing my depression, but I think the main thing is that I feel like I'm not truly living. I feel like I'm just existing day to day and not really experiencing life. I want more out of life, but I don't know how to make that happen.",
425,425,,,,,stop,
426,426,,,,,"

There are a number of things that could be causing my depression, but some of the primary sources are related to my race. I experience racism on a regular basis, whether it's in the form of microaggressions or more overt discrimination. This can be very discouraging and make me feel like I'm not good enough or that I don't belong. Additionally, I am constantly bombarded with images and messages in the media that suggest that black people are",
427,427,,,,,length,
428,428,,,,,"

There are a few things that are making me feel depressed. One is the current state of the world. It seems like every day there is another story of police brutality or some other racial injustice. It's really hard to watch the news or scroll through social media without feeling upset. Another thing is my job. I work in a predominantly white office and I'm the only black person on my team. I often feel like I'm the only one who understands",
429,429,,,,,length,
430,430,,,,,"

There are a number of things that are making me feel depressed. One is the racism that I experience on a daily basis. I feel like I'm constantly fighting an uphill battle because of the color of my skin. I also feel like I'm not good enough or that I don't deserve good things because of the messages that society tells me about black people. Another thing that is making me feel depressed is the lack of opportunity that I feel like I have",
431,431,,,,,length,
432,432,,,,,"

There are a few things that are making me feel depressed. One is the racism that I experience on a daily basis. I feel like I'm constantly being judged and put down because of the color of my skin. It's hard to feel like I'm good enough when the world is telling me that I'm not. Another thing that's making me feel depressed is my financial situation. I'm struggling to make ends meet and it's really taking a toll",
433,433,,,,,length,
434,434,,,,,"

I'm honestly not sure. I'm doing well in most areas of my life, but something feels off. It's like there's a cloud hanging over me that I can't shake. I'm just not happy, no matter what I do or how hard I try.",
435,435,,,,,stop,
436,436,,,,,"

There are a few things that are making me feel depressed. One is the state of the world and the current political climate. I feel like there is a lot of hate and bigotry that is being promoted, and it is very discouraging. I also feel like I am not doing well financially, and I am struggling to make ends meet. This can be very stressful and can make me feel very down. Lastly, I am dealing with some personal issues that are",
437,437,,,,,length,
438,438,,,,,"

There are a few things that are making me feel depressed. One is the racism that I experience on a daily basis. I feel like I'm always on guard, always watching my back, and I'm just tired. I'm also depressed because I feel like I'm not achieving what I want to in life. I feel like I'm stuck in a rut and I don't see a way out.",
439,439,,,,,stop,
440,440,,,,,"

There are a few things that are making me feel depressed. One is the current state of race relations in the United States. I feel like black people are not valued as much as other groups and that we are constantly fighting an uphill battle. Additionally, I am struggling financially and I do not see a way out at the moment. I am also worried about my future and what it holds for me. All of these factors are weighin",
441,441,,,,,stop,
442,442,,,,,"

There are a few things that are making me feel depressed. One is the current state of the world and all the turmoil and injustice that exists. It's difficult to see so much pain and suffering and not feel overwhelmed by it all. Another thing that is making me feel depressed is my own personal life and the challenges I'm facing. I'm struggling to make ends meet and it's hard to see a way out. I feel like I'm failing and",
443,443,,,,,length,
444,444,,,,,"

There are a few things that are making me feel depressed. One is the current state of the world and how it seems like things are only getting worse. Another is my personal life and the fact that I feel like I'm not really going anywhere or doing anything with my life. I feel like I'm just stuck in this rut and I don't know how to get out of it.",
445,445,,,,,stop,
446,446,,,,,"

There are a few things that are making me feel depressed. One is the sense that I'm not doing well enough. I feel like I'm not as successful as I should be, and that's really frustrating. I also feel like I'm not as good as I could be. I know that I have a lot of potential, but I don't feel like I'm using it to its full extent. That's really discouraging. Lastly, I'm",
447,447,,,,,length,
448,448,,,,,"

There are a lot of things that are making me feel depressed. One is the racism that I experience on a daily basis. I feel like I can't get ahead because of the color of my skin. I also feel like I'm not good enough because I don't have the same opportunities as others. I feel like I'm stuck in a cycle of poverty and despair.",
449,449,,,,,stop,
450,450,,,,,"

There are a few things that are making me feel depressed. One is the constant stress of being a black man in America. I feel like I'm always on guard, always having to worry about whether or not I'm going to be treated fairly. I'm also depressed because I feel like I'm not really living my life. I'm just going through the motions day after day. I don't have any real sense of purpose or joy in my life",
451,451,,,,,length,
452,452,,,,,"

I am feeling depressed because of the stress of dealing with racism. I feel like I am always on guard, and I am always worried about what could happen to me or my family. I feel like I can't relax or enjoy my life because I have to be careful all the time.",
453,453,,,,,stop,
454,454,,,,,"

There are a few things that are making me feel depressed. One is the systemic racism that I face on a daily basis. I feel like I'm always fighting an uphill battle because of the color of my skin. I'm also depressed because I'm constantly living in fear of violence. I never feel safe, even in my own neighborhood. I'm also depressed because I feel like I'm not good enough. I always see other people achieving things and wonder",
455,455,,,,,length,
456,456,,,,,"

I feel like I'm not good enough. I feel like I can't do anything right. I feel like no matter what I do, it's never good enough. I feel like I'm not worthy of love or happiness.",
457,457,,,,,stop,
458,458,,,,,"

There are a few things that are making me feel depressed. One is the way that I am treated by society. I feel like I am constantly judged and misunderstood because of the color of my skin. I also feel like I am not given the same opportunities as others, and that I have to work twice as hard to just get a fraction of what someone else has. Lastly, I feel like I am always had to be the ""strong black man""",
459,459,,,,,length,
460,460,,,,,"

There are a few things that are making me feel depressed. One is the current state of the world. It feels like everything is falling apart and it's hard to feel hopeful. Another is my personal life. I feel like I'm stuck in a rut and I don't know how to get out of it. Lastly, I'm just generally feeling down about myself. I don't feel like I'm good enough or that I have anything to offer",
461,461,,,,,length,
462,462,,,,,"

I am feeling depressed because of the racism and discrimination that I face on a daily basis. I feel like I am not good enough because I am black. I feel like I have to work twice as hard as my white counterparts just to get half as far. I feel like I am always being judged and that people are always looking at me suspiciously. I feel like I can never catch a break.",
463,463,,,,,stop,
464,464,,,,,"

There are a few things that are making me feel depressed. First, I am struggling to find a job that I feel good about. I have been unemployed for a while and it is taking a toll on my finances and my self-esteem. Second, I am feeling disconnected from my community. I don't have many friends and I often feel like I'm the only one going through the struggles that I am. Finally, I am struggling with my mental",
465,465,,,,,length,
466,466,,,,,"

There are a few things that are making me feel depressed. One is the state of the world and the current political climate. It feels like everything is so divided and chaotic. I also feel like I'm not doing enough with my life. I want to make a difference and be successful, but I feel like I'm just spinning my wheels. Lastly, I'm struggling with my mental health. I've been dealing with depression and anxiety for a while,",
467,467,,,,,length,
468,468,,,,,"

I am depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can never make any mistakes. I feel like I am always being judged and that people are always looking down on me. I feel like I can never get ahead in life and that I am always going to be stuck in this cycle of not being good enough.",
469,469,,,,,stop,
470,470,,,,,"

There are a number of things that are making me feel depressed. First and foremost, I am a black man living in America. I am constantly bombarded with messages that tell me that I am not good enough, that I am not smart enough, that I am not worthy of love and respect. I see the way that white people are treated in this country, and it feels like a slap in the face. I am told that I am not supposed",
471,471,,,,,length,
472,472,,,,,"

There are a few things that are making me feel depressed. One is the constant feeling of racism and discrimination that I experience. I feel like I can't escape it, no matter what I do. It's like it's always there, lurking in the background. Another thing is the lack of opportunities that I feel are available to me. It seems like no matter how hard I work, I'm never going to get ahead. And lastly, I",
473,473,,,,,length,
474,474,,,,,"

I think what is making me most depressed right now is this feeling like I'm not doing enough, or that I'm not good enough. I'm really fighting hard just to keep my head above water and it feels like no matter how much I do, it's never enough. I just feel so overwhelmed and exhausted all the time. I guess I just need some validation that I'm doing ok, and that I'm not just screwing everything up.",
475,475,,,,,length,
476,476,,,,,"

There are a few things that are making me feel depressed. One is the constant stress of living in a racist society. I'm always aware of the fact that I'm a black man and that I'm not treated the same as white people. I'm always on guard, always careful not to do anything that could be perceived as threatening. I'm always aware of the potential for violence against me, whether it's from the police or from racist individuals.",
477,477,,,,,length,
478,478,,,,,"

There are a number of things that can contribute to depression, but for me, I think it has to do with a sense of hopelessness. I feel like no matter what I do, things are never going to get better. I see other people around me achieving their goals and living happy lives, and it just makes me feel like I’m stuck in this rut that I’ll never be able to get out of.",
479,479,,,,,stop,
480,480,,,,,"

There are a few things that are making me feel depressed. First, I'm struggling to find a job that I enjoy and that I feel like I'm good at. I've been working the same dead-end job for years, and I'm just not happy with it. I'm also struggling to find a partner that I click with. I've been single for a while, and I'm starting to feel like I'm never going to find someone",
481,481,,,,,length,
482,482,,,,,"

I'm feeling depressed because I'm not sure if I'm doing enough to fight racism. I see all the violence and discrimination against black people in the news and on social media, and it feels like there's so much to do and I don't know where to start. I'm worried that I'm not doing enough to make a difference.",
483,483,,,,,stop,
484,484,,,,,"

There are a number of things that could be causing my depression. One thing that stands out is the constant feeling of being underestimated and undervalued. As a black man, I often feel like I have to work twice as hard as everyone else just to be seen as equal. This can be very tiring and frustrating, especially when it feels like no matter how hard I try, I'm still not being given the same opportunities or respect as others. It",
485,485,,,,,length,
486,486,,,,,"

There are many things that can make me feel depressed, but one of the main things is the systemic racism that I face on a daily basis. I feel like I'm constantly fighting an uphill battle because I'm always having to prove my worth and prove that I'm not a threat. I'm always having to be twice as good as my white counterparts just to get half of what they have. It's exhausting and it takes a toll on my mental and",
487,487,,,,,length,
